timestamp,open,high,low,close,volume,SMA,RSI,MACD,MACD_signal,MACD_diff,double_top,double_bottom,flag,head_and_shoulders,inverse_head_and_shoulders,ascending_triangle,descending_triangle,rising_wedge,falling_wedge,triple_top,triple_bottom,cup_and_handle,pennant,support,resistance,signal,stop_loss,take_profit_1
2024-05-14 00:01:00-04:00,2940.01,2941.36,2940.01,2941.01,6.4745957,2940.5778571428573,43.35595657523709,-1.444280781901398,-1.6187880666697103,0.1745072847683126,False,True,True,False,True,False,False,True,False,False,True,False,False,2937.01,2944.96,1,2924.8344450000004,2985.12515
2024-05-14 00:02:00-04:00,2940.6,2940.6,2937.28,2939.18,38.7624712,2940.317142857143,38.34747363670778,-1.5089034632346738,-1.5968111459827037,0.0879076827480296,True,False,False,False,False,False,False,False,True,False,False,False,False,2937.01,2942.83,-1,2955.34549,2895.0923
2024-05-14 00:03:00-04:00,2938.91,2939.37,2938.43,2939.37,6.7617593,2940.286428571428,39.1336533905982,-1.5271815929036163,-1.5828852353668863,0.0557036424632697,False,True,False,False,True,False,False,False,False,False,True,False,False,2937.01,2942.66,1,2923.203465,2983.46055
2024-05-14 00:04:00-04:00,2940.36,2943.15,2940.36,2942.97,18.7708839,2940.6821428571425,51.70097949348396,-1.2369187988501835,-1.513691948063546,0.2767731492133625,False,False,True,False,False,True,False,True,False,False,False,False,False,2937.16,2943.15,1,2926.783665,2987.1145499999993
2024-05-14 00:05:00-04:00,2943.27,2943.38,2942.64,2942.79,5.4164663,2941.018571428572,51.13249668426072,-1.0097679624964258,-1.412907150950122,0.4031391884536963,False,False,True,False,False,True,False,True,False,False,False,False,False,2937.28,2943.38,1,2926.604655,2986.9318499999995
2024-05-15 00:00:00-04:00,2902.78,2904.04,2902.24,2902.25,14.9447006,2900.5507142857145,60.54726779467519,1.3561011810211312,1.1835993876589304,0.1725017933622008,False,False,True,False,False,True,False,False,False,False,False,False,False,2897.24,2904.04,1,2886.287625,2945.7837499999996
2024-05-15 00:01:00-04:00,2902.24,2902.88,2901.56,2901.67,12.9933731,2900.8185714285714,57.69043762258969,1.2912788997859934,1.205135290084343,0.0861436097016503,True,False,True,True,False,False,False,False,True,True,False,False,False,2897.24,2904.04,-1,2917.6291850000002,2858.14495
2024-05-15 00:02:00-04:00,2901.54,2901.54,2898.2,2900.26,6.8581196,2901.011428571429,51.34757098662768,1.113298150672108,1.1867678622018962,-0.0734697115297882,False,False,False,False,False,False,True,False,True,False,False,False,False,2897.24,2904.04,-1,2916.2114300000003,2856.7561
2024-05-15 00:03:00-04:00,2900.26,2900.91,2900.26,2900.64,4.3662356,2901.242857142857,52.85207549499309,0.9914807757181734,1.1477104449051516,-0.1562296691869782,False,True,False,False,True,False,False,False,False,False,True,False,False,2897.33,2904.04,1,2884.68648,2944.1495999999997
2024-05-15 00:04:00-04:00,2900.65,2901.53,2900.02,2900.46,17.4696396,2901.4114285714286,52.031294692128206,0.870381911856839,1.0922447382954892,-0.2218628264386501,False,False,False,False,False,True,True,False,False,False,False,False,False,2898.2,2904.04,-1,2916.41253,2856.9531
2024-05-15 00:05:00-04:00,2899.28,2900.63,2899.28,2900.24,4.4291794,2901.3928571428573,50.98903299388156,0.7480351448789406,1.0234028196121794,-0.2753676747332387,True,False,False,False,False,False,False,False,True,False,False,False,False,2898.2,2904.04,-1,2916.19132,2856.7364
2024-05-16 00:00:00-04:00,3013.95,3013.95,3012.7,3012.7,9.0269769,3015.784285714285,44.07853233061488,0.5186578447346619,1.213273930612882,-0.6946160858782202,False,False,False,False,False,False,True,False,False,False,False,False,False,3012.7,3019.05,1,2996.13015,3057.8904999999995
2024-05-16 00:01:00-04:00,3012.74,3012.74,3011.81,3011.81,1.3372068,3015.623571428572,41.28911877038109,0.2378390229755496,1.0181869490854156,-0.780347926109866,False,False,False,False,False,False,False,False,True,False,False,False,False,3011.81,3019.05,1,2995.245045,3056.9871499999995
2024-05-16 00:02:00-04:00,3011.96,3011.96,3011.33,3011.35,1.4134511,3015.3921428571425,39.88423761935517,-0.0215812963283497,0.8102333000026626,-0.8318145963310123,False,False,False,False,False,False,True,False,True,False,False,False,False,3011.33,3019.05,-1,3027.912425,2966.17975
2024-05-16 00:03:00-04:00,3011.27,3011.8,3010.61,3011.8,10.0521209,3015.0799999999995,41.9645876417135,-0.1886874576480295,0.6104491484725242,-0.7991366061205537,False,False,False,False,False,False,True,False,True,False,False,False,False,3010.61,3019.05,-1,3028.3649000000005,2966.623
2024-05-16 00:04:00-04:00,3011.8,3013.84,3011.8,3013.63,6.3928479,3014.7607142857146,49.60258605804101,-0.1714778979107905,0.4540637391958612,-0.6255416371066518,False,True,False,False,True,False,False,True,False,False,True,False,False,3010.61,3019.05,1,2997.0550350000003,3058.83445
2024-05-16 00:05:00-04:00,3013.63,3013.85,3013.17,3013.17,11.9788114,3014.345714285714,47.896193628870286,-0.1927356172291183,0.3247038679108653,-0.5174394851399837,False,False,False,False,False,True,False,True,False,False,False,False,False,3010.61,3019.05,1,2996.597565,3058.36755
2024-05-16 00:06:00-04:00,3013.18,3013.73,3012.92,3013.52,5.1193322,3013.997142857143,49.32464766118189,-0.1792738803160318,0.2239083182654859,-0.4031821985815178,True,False,False,True,False,False,False,False,True,True,False,False,False,3010.61,3018.8,-1,3030.09436,2968.3172
2024-05-17 00:00:00-04:00,2950.23,2950.99,2949.87,2949.87,3.7490185,2950.765714285714,45.51934239559415,-0.2479595160707504,-0.0728383353063059,-0.1751211807644444,False,True,False,False,True,False,False,True,False,False,True,False,False,2949.27,2953.19,1,2933.645715,2994.1180499999996
2024-05-17 00:01:00-04:00,2949.88,2950.89,2949.88,2950.81,7.7511629,2950.8407142857145,50.14336531987684,-0.2068711614165295,-0.0996449005283506,-0.1072262608881788,True,False,False,True,False,False,False,False,False,True,False,False,False,2949.27,2953.19,-1,2967.039455,2906.54785
2024-05-17 00:03:00-04:00,2950.94,2952.11,2950.94,2952.11,7.0440041,2950.977857142857,56.08833440118915,-0.0334269067120658,-0.0967532723160755,0.0633263656040097,False,False,True,False,False,True,False,True,False,False,False,False,False,2949.27,2953.19,1,2935.873395,2996.39165
2024-05-17 00:04:00-04:00,2952.28,2952.29,2951.75,2951.76,4.4830348,2950.9,54.20399082447201,0.0416047323501516,-0.0690816713828301,0.1106864037329817,False,False,True,False,False,True,False,True,False,False,False,False,False,2949.27,2953.02,1,2935.52532,2996.0364
2024-05-17 00:05:00-04:00,2951.76,2952.9,2951.75,2952.85,5.8001614,2950.907857142857,58.84155222683207,0.1868676434974077,-0.0178918084067825,0.2047594519041903,False,False,True,False,False,True,False,False,False,False,False,False,False,2949.27,2952.9,1,2936.609325,2997.1427499999995
2024-05-17 00:06:00-04:00,2952.85,2952.86,2951.99,2951.99,4.09984189,2950.928571428572,54.17973193694152,0.2299440822193901,0.0316753697184519,0.1982687125009381,True,False,True,True,False,False,False,False,False,True,False,False,False,2949.27,2952.9,1,2922.4700999999995,3011.0298
2024-05-18 00:00:00-04:00,3114.17,3117.86,3114.17,3117.65,13.0611678,3113.6042857142857,62.045437197487104,1.190873791348622,0.7407337074942317,0.4501400838543903,False,True,True,False,True,False,False,True,False,False,True,False,False,3108.71,3118.07,1,3100.5029250000002,3164.41475
2024-05-18 00:01:00-04:00,3117.55,3119.12,3116.42,3116.42,7.9091866,3114.0921428571423,58.18600887653539,1.2610469937731068,0.8447963647500067,0.4162506290231,False,False,True,False,False,True,False,True,False,False,False,False,False,3108.71,3119.12,1,3099.2796900000003,3163.1663
2024-05-18 00:02:00-04:00,3116.12,3116.12,3114.62,3114.62,3.7230476,3114.495,52.99120666986736,1.1580653490200348,0.9074501616040124,0.2506151874160224,True,False,True,True,False,False,False,False,True,True,False,False,False,3108.98,3119.12,-1,3131.75041,3067.9006999999997
