timestamp,open,high,low,close,volume,SMA,RSI,MACD,MACD_signal,MACD_diff,double_top,double_bottom,flag,head_and_shoulders,inverse_head_and_shoulders,ascending_triangle,descending_triangle,rising_wedge,falling_wedge,triple_top,triple_bottom,cup_and_handle,pennant,support,resistance,signal,stop_loss,take_profit_1
2024-04-30 20:01:00-04:00,3016.03,3019.75,3015.89,3017.79,25.4397848,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,,,1,3001.192155,3063.0568499999995
2024-04-30 20:02:00-04:00,3017.37,3017.37,3012.23,3012.33,40.3245856,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,,,-1,3028.8978150000003,2967.14505
2024-04-30 20:03:00-04:00,3012.21,3014.05,3012.21,3013.95,13.9016761,,,,,,False,False,False,False,False,False,True,False,True,False,False,False,False,,,-1,3030.526725,2968.74075
2024-04-30 20:04:00-04:00,3014.08,3015.78,3013.25,3013.47,5.9208719,,,,,,False,True,False,False,True,False,False,True,False,False,True,False,False,,,1,2996.895915,3058.6720499999997
2024-04-30 20:05:00-04:00,3012.99,3017.3,3012.96,3016.59,18.0261904,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,,,1,2999.998755,3061.8388499999996
2024-04-30 20:06:00-04:00,3016.84,3017.34,3014.73,3015.67,21.1643889,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,,,1,2999.0838150000004,3060.90505
2024-04-30 20:07:00-04:00,3017.48,3022.1,3017.48,3022.1,8.1947298,,,,,,False,False,False,False,False,True,False,True,False,False,False,False,False,,,1,3005.47845,3067.4314999999997
2024-05-01 00:00:00-04:00,3004.15,3005.91,3002.5,3005.23,249.0246815,3002.8864285714285,61.71519789817104,2.2917585976633745,2.2292211387652068,0.0625374588981677,False,False,True,False,False,False,True,False,False,False,False,False,False,2998.54,3007.82,-1,3021.758765,2960.15155
2024-05-01 00:01:00-04:00,3005.62,3008.29,3005.62,3007.52,60.8625309,3003.4778571428574,66.10674383257889,2.4403218842530805,2.271441287862782,0.1688805963902986,False,True,True,False,True,False,False,True,False,False,True,False,False,2998.54,3008.29,1,2990.9786400000003,3052.6328
2024-05-01 00:02:00-04:00,3007.19,3008.19,3006.23,3008.19,52.731736,3004.1664285714287,67.28899280048537,2.582354979053889,2.3336240261010035,0.2487309529528856,True,False,True,True,False,False,False,False,False,True,False,False,False,2998.81,3008.29,-1,3038.2719,2948.0262
2024-05-01 00:03:00-04:00,3008.28,3009.19,3007.76,3008.7,29.8653482,3004.817142857143,68.1983313744605,2.704889683196143,2.4078771575200317,0.2970125256761116,False,False,True,False,False,True,False,True,False,False,False,False,False,2999.59,3009.19,1,2992.15215,3053.8304999999996
2024-05-01 00:04:00-04:00,3008.7,3013.99,3008.7,3013.99,81.9370218,3005.843571428571,75.73371240112165,3.1920620048667843,2.564714126989382,0.6273478778774022,False,False,False,False,False,True,False,True,False,False,False,False,False,2999.75,3013.99,-1,3030.566945,2968.7801499999996
2024-05-02 00:00:00-04:00,2929.24,2931.02,2927.35,2930.84,257.2669729,2930.598571428571,53.52492098516931,0.8715570718350136,0.85870255923943,0.0128545125955836,False,False,True,False,False,False,True,False,True,False,False,False,False,2924.68,2933.0,-1,2946.9596200000005,2886.8774000000003
2024-05-02 00:01:00-04:00,2930.94,2931.81,2930.2,2931.58,12.4466318,2931.087142857143,55.48152494228515,0.8861140428316503,0.8641848559578741,0.0219291868737762,False,True,True,False,True,False,False,True,False,False,True,False,False,2924.88,2933.0,1,2915.45631,2975.5536999999995
2024-05-02 00:02:00-04:00,2932.47,2933.0,2931.79,2932.76,10.514459,2931.312142857143,58.48305792343839,0.9815519654889612,0.8876582778640916,0.0938936876248697,False,False,True,False,False,True,False,True,False,False,False,False,False,2927.35,2933.0,1,2916.6298200000006,2976.7514
2024-05-02 00:03:00-04:00,2932.47,2933.65,2932.1,2932.23,13.6760184,2931.3921428571425,56.63602700211762,1.002860287052954,0.910698679701864,0.0921616073510898,False,False,True,False,False,True,False,True,False,False,False,False,False,2927.35,2933.65,1,2916.1027350000004,2976.2134499999997
2024-05-02 00:04:00-04:00,2932.23,2932.23,2930.09,2930.54,13.5933287,2931.4114285714286,51.09468059165621,0.8733114189099069,0.9032212275434728,-0.0299098086335658,True,False,False,True,False,False,False,False,True,True,False,False,False,2927.35,2933.65,-1,2946.65797,2886.5819
2024-05-03 00:00:00-04:00,3009.9,3010.74,3008.29,3008.77,21.1240717,3010.253571428571,42.99853945447716,-1.71735291793766,-1.6596360832346684,-0.0577168347029917,False,False,False,False,False,True,True,False,False,False,False,False,False,3005.94,3017.29,-1,3025.318235,2963.63845
2024-05-03 00:01:00-04:00,3010.11,3010.11,3008.07,3008.21,8.2644929,3009.825714285714,41.871953440817215,-1.722347370028274,-1.6721783405933897,-0.0501690294348842,True,False,False,False,False,False,False,False,True,False,False,False,False,3005.94,3014.78,-1,3024.7551550000003,2963.08685
2024-05-03 00:02:00-04:00,3008.35,3008.35,3006.98,3006.98,15.7826566,3009.342142857143,39.42840142350783,-1.8047521701560072,-1.6986931065059134,-0.1060590636500937,False,False,False,False,False,False,True,False,True,False,False,False,False,3005.94,3014.78,-1,3023.51839,2961.8753
2024-05-03 00:03:00-04:00,3006.97,3008.17,3006.41,3007.43,22.0060015,3008.817142857143,40.789805171730855,-1.81284992330302,-1.7215244698653347,-0.091325453437685,False,False,False,False,False,False,True,False,True,False,False,False,False,3005.94,3014.42,-1,3023.9708650000002,2962.31855
2024-05-03 00:04:00-04:00,3008.16,3009.86,3006.71,3009.86,12.9235282,3008.6335714285715,47.63432597169453,-1.6046889045628632,-1.6981573568048405,0.0934684522419773,False,True,True,False,True,False,False,True,False,False,True,False,False,3005.94,3012.62,1,2993.3057700000004,3055.0078999999996
2024-05-03 00:05:00-04:00,3011.17,3012.55,3010.1,3011.36,7.087853,3008.692857142857,51.37121055724831,-1.3036546146145156,-1.6192568083667755,0.3156021937522599,False,False,True,False,False,True,False,True,False,False,False,False,False,3005.94,3012.55,1,2994.79752,3056.5303999999996
2024-05-04 00:00:00-04:00,3112.04,3112.66,3111.31,3111.78,11.1988639,3109.428571428572,59.426076581116,1.0887270919702132,0.676606450140071,0.4121206418301422,False,True,True,False,False,False,False,True,False,False,False,False,False,3106.35,3112.66,1,3094.6652100000006,3158.4566999999997
2024-05-04 00:01:00-04:00,3111.91,3113.8,3111.91,3113.57,7.6889705,3109.8307142857147,63.82658497082435,1.2808625310867685,0.7974576663294105,0.4834048647573578,False,False,True,False,False,True,False,True,False,False,False,False,False,3106.35,3113.8,1,3096.4453650000005,3160.27355
2024-05-04 00:02:00-04:00,3113.53,3113.53,3111.97,3112.35,7.7731744,3110.226428571429,59.12024238645077,1.3194773334594174,0.901861599755412,0.4176157337040054,True,False,True,True,False,False,False,False,False,True,False,False,False,3106.35,3113.8,-1,3143.4735,3050.103
2024-05-04 00:03:00-04:00,3112.2,3114.72,3111.52,3114.72,17.5951779,3110.824285714285,64.58359904902656,1.523754146333431,1.0262401090710158,0.4975140372624151,False,False,True,False,False,True,True,False,False,False,False,False,False,3106.72,3114.72,-1,3131.85096,3067.9991999999997
2024-05-05 00:00:00-04:00,3086.48,3088.26,3085.97,3088.26,17.5104829,3085.039285714286,66.05383286249642,1.5914699750628645,1.195873845321897,0.3955961297409671,False,False,True,False,False,True,False,False,False,False,False,False,False,3082.44,3088.26,-1,3105.2454300000004,3041.9361000000004
2024-05-05 00:01:00-04:00,3088.25,3090.4,3088.03,3090.24,26.1253434,3085.410714285714,70.07886141863224,1.8764246053810891,1.3319839973337355,0.5444406080473536,False,True,False,False,False,False,False,True,False,False,False,False,False,3082.44,3090.4,1,3073.24368,3136.5935999999997
2024-05-05 00:02:00-04:00,3089.01,3089.05,3086.9,3086.9,7.3284928,3085.649285714286,57.65912854995709,1.811857154998961,1.427958628866781,0.3838985261321801,True,False,True,True,False,False,False,False,True,True,False,False,False,3082.44,3090.4,-1,3103.87795,3040.5965
2024-05-05 00:03:00-04:00,3086.91,3090.33,3086.91,3088.01,18.0630848,3085.9157142857143,60.18457283895453,1.8291691849844935,1.5082007400903237,0.3209684448941703,False,True,True,False,False,False,False,True,False,False,False,False,False,3083.52,3090.4,1,3071.0259450000003,3134.33015
2024-05-06 00:01:00-04:00,3132.35,3132.35,3131.8,3132.0,13.3753667,3133.9192857142857,37.72695656675542,-0.8750894181075637,-0.6352120952589292,-0.2398773228486345,False,False,False,False,False,False,False,False,True,False,False,False,False,3131.8,3137.35,-1,3149.226,3085.02
2024-05-06 00:02:00-04:00,3132.21,3134.66,3132.21,3133.72,32.1277299,3133.675,46.46602967730048,-0.8061721005628897,-0.6694040963197213,-0.1367680042431683,False,True,True,False,True,False,False,True,False,False,True,False,False,3131.8,3136.87,1,3116.48454,3180.7257999999997
2024-05-06 00:04:00-04:00,3133.67,3133.67,3131.94,3132.18,11.6731252,3133.15,40.56805667570497,-0.8109495862863696,-0.7101251003015462,-0.1008244859848234,False,False,False,False,False,False,True,False,True,False,False,False,False,3131.8,3136.66,-1,3149.40699,3085.1973
2024-05-06 00:05:00-04:00,3132.18,3132.37,3130.64,3130.64,28.7846564,3132.925,35.67951634103508,-0.9746767885021654,-0.7630354379416701,-0.2116413505604953,False,False,False,False,False,False,True,False,True,False,False,False,False,3130.64,3135.04,1,3113.42148,3177.5995999999996
2024-05-06 00:06:00-04:00,3130.65,3130.68,3129.65,3129.65,13.7119846,3132.7249999999995,32.9321636202761,-1.1708200177195067,-0.8445923538972374,-0.3262276638222693,False,False,False,False,False,False,True,False,True,False,False,False,False,3129.65,3135.04,1,3112.4369250000004,3176.5947499999997
2024-05-06 00:07:00-04:00,3129.34,3130.2,3129.33,3130.2,24.5476957,3132.562857142857,35.885831460429685,-1.2672761657649971,-0.9291291162707894,-0.3381470494942077,False,False,False,False,False,False,True,False,True,False,False,False,False,3129.33,3135.04,-1,3147.4161,3083.247
2024-05-07 00:00:00-04:00,3049.08,3051.03,3046.2,3050.87,31.3894018,3049.59,49.34941029917579,-1.6678288499706468,-2.3487645057280413,0.6809356557573945,False,False,True,False,False,True,False,False,False,False,False,False,False,3045.11,3055.09,1,3034.090215,3096.6330499999995
2024-05-07 00:01:00-04:00,3051.3,3054.17,3051.22,3052.15,20.7375654,3049.5321428571438,51.80766983932546,-1.3186221559817568,-2.142736035778785,0.8241138797970278,False,True,True,False,True,False,False,True,False,False,True,False,False,3045.11,3055.09,1,3035.3631750000004,3097.93225
2024-05-07 00:02:00-04:00,3052.15,3054.25,3052.15,3053.76,23.4153017,3049.6871428571426,54.780496624980536,-0.9015670862636398,-1.894502245875756,0.992935159612116,False,False,True,False,False,True,False,True,False,False,False,False,False,3045.11,3054.25,1,3036.9643200000005,3099.5663999999997
2024-05-07 00:03:00-04:00,3054.21,3054.46,3051.37,3051.37,20.1802317,3049.701428571429,49.86317807448521,-0.7551955406297566,-1.666640904826556,0.9114453641967994,False,False,True,False,False,True,False,False,False,False,False,False,False,3045.11,3054.46,1,3034.587465,3097.1405499999996
2024-05-07 00:05:00-04:00,3051.47,3051.47,3044.41,3045.37,37.7976668,3049.7378571428567,39.58855351841115,-1.0005922993832428,-1.366598007648994,0.3660057082657513,False,False,False,False,False,False,True,False,True,False,False,False,False,3044.41,3054.46,-1,3062.1195350000003,2999.68945
2024-05-08 00:00:00-04:00,3032.36,3032.93,3030.65,3030.69,7.0201314,3032.8742857142856,46.36988410644637,0.4283885318677676,0.9724763223854836,-0.544087790517716,False,False,False,False,False,True,False,False,False,False,False,False,False,3030.65,3036.86,1,3014.021205,3076.15035
2024-05-08 00:01:00-04:00,3031.13,3031.38,3030.62,3031.21,5.9227458,3032.6264285714283,48.194377534621424,0.3143315192060072,0.8408473617495884,-0.5265158425435812,True,False,False,True,False,False,False,False,True,True,False,False,False,3030.62,3035.89,-1,3047.881655,2985.74185
2024-05-08 00:02:00-04:00,3031.22,3032.76,3031.22,3032.4,7.8012078,3032.465,52.20187051628896,0.3163172612034941,0.7359413416403696,-0.4196240804368755,False,True,False,False,True,False,False,True,False,False,True,False,False,3030.62,3035.15,1,3015.7218000000003,3077.886
2024-05-08 00:04:00-04:00,3032.92,3033.33,3032.84,3032.85,6.0051815,3032.3414285714284,53.770254141052895,0.3449789959950067,0.5902811837460286,-0.2453021877510218,False,False,True,False,False,True,False,True,False,False,False,False,False,3030.62,3034.7,1,3016.169325,3078.34275
2024-05-08 00:05:00-04:00,3033.0,3034.71,3032.5,3033.53,14.4833377,3032.315714285714,56.11368219091064,0.4193537225733053,0.556095691511484,-0.1367419689381787,False,False,True,False,False,True,False,False,False,False,False,False,False,3030.62,3034.71,1,3016.8455850000005,3079.03295
2024-05-08 00:06:00-04:00,3033.86,3035.41,3033.01,3034.73,11.2022301,3032.447142857143,59.96999924474094,0.5685720556748493,0.558590964344157,0.0099810913306922,False,True,True,False,False,False,False,True,False,False,False,False,False,3030.62,3035.41,1,3018.038985,3080.2509499999996
2024-05-09 00:00:00-04:00,2998.02,2999.38,2997.5,2997.85,94.3859923,2998.6464285714287,47.71029284437631,0.3574154259272291,0.5765186554499575,-0.2191032295227284,False,False,False,False,False,False,True,False,True,False,False,False,False,2996.85,3001.74,-1,3014.338175,2952.8822499999997
2024-05-09 00:01:00-04:00,2998.57,2999.61,2998.57,2998.86,16.4358874,2998.69,52.87494476968891,0.3468305035275989,0.5305810250654858,-0.1837505215378868,False,True,True,False,True,False,False,True,False,False,True,False,False,2996.85,3001.74,1,2982.3662700000004,3043.8428999999996
2024-05-09 00:02:00-04:00,2998.86,2998.86,2996.72,2996.78,27.1443366,2998.6121428571428,43.37374563568335,0.1686590628614794,0.4581966326246845,-0.289537569763205,True,False,False,True,False,False,False,False,True,True,False,False,False,2996.72,3001.74,-1,3013.2622900000006,2951.8283
2024-05-09 00:04:00-04:00,2996.52,2996.96,2996.11,2996.11,8.2747487,2998.4700000000003,40.66436416233767,-0.1417975567974281,0.2683359283373058,-0.4101334851347339,False,False,False,False,False,False,True,False,True,False,False,False,False,2996.11,3001.74,1,2979.6313950000003,3041.05165
2024-05-09 00:05:00-04:00,2996.09,2997.17,2996.09,2997.17,4.4452342,2998.3292857142865,46.410690581835,-0.183609890084881,0.1779467646528685,-0.3615566547377495,False,False,False,False,False,False,True,False,False,False,False,False,False,2996.09,3001.74,-1,3013.6544350000004,2952.21245
2024-05-09 00:06:00-04:00,2997.45,2999.16,2997.45,2999.16,11.3740341,2998.2707142857143,55.18528793435606,-0.0555299815196121,0.1312514154183723,-0.1867813969379845,False,True,True,False,True,False,False,True,False,False,True,False,False,2996.09,3000.21,1,2982.66462,3044.1473999999994
2024-05-10 00:01:00-04:00,3028.6,3029.65,3028.6,3028.91,16.6569777,3028.5814285714287,55.74971020187519,0.5375391162792766,0.4061357220486346,0.131403394230642,True,False,True,True,False,False,False,False,True,True,False,False,False,3026.87,3030.0,-1,3045.569005,2983.47635
2024-05-10 00:02:00-04:00,3029.12,3029.97,3028.91,3029.97,6.3769844,3028.785714285714,61.27556544233612,0.6059831243705958,0.4461052025130268,0.1598779218575689,False,True,True,False,True,False,False,True,False,False,True,False,False,3027.12,3030.0,1,3013.3051649999998,3075.4195499999996
2024-05-10 00:03:00-04:00,3029.97,3031.43,3029.97,3030.31,26.8691211,3028.9992857142856,62.87691158930208,0.6798240637663184,0.4928489747636851,0.1869750890026332,False,False,True,False,False,True,False,True,False,False,False,False,False,3027.33,3031.43,1,3013.6432950000003,3075.7646499999996
2024-05-10 00:04:00-04:00,3030.3,3030.31,3030.08,3030.09,0.0768203,3029.1864285714287,61.11581889072558,0.7123795112843254,0.5367550820678133,0.1756244292165121,True,False,True,True,False,False,False,False,False,True,False,False,False,3027.63,3031.43,-1,3060.3909000000003,2969.4882000000002
2024-05-11 00:00:00-04:00,2911.2,2913.86,2910.83,2913.73,88.9825007,2911.162857142857,55.35759202053934,-0.5899991862374918,-0.9659244781007976,0.3759252918633057,False,True,True,False,True,False,False,True,False,False,True,False,False,2907.97,2913.86,1,2897.704485,2957.4359499999996
2024-05-11 00:01:00-04:00,2913.6,2914.17,2912.86,2914.17,11.5464228,2911.492142857143,56.75837742883472,-0.3431840861203454,-0.8413763997047071,0.4981923135843616,False,False,True,False,False,True,False,True,False,False,False,False,False,2907.97,2914.17,-1,2930.197935,2870.45745
2024-05-11 00:02:00-04:00,2914.17,2914.17,2911.36,2912.51,16.3824642,2911.675,50.34062846769216,-0.2783211548467079,-0.7287653507331073,0.4504441958863994,False,False,True,False,False,False,False,False,False,False,False,False,False,2907.97,2914.17,1,2883.3849,2970.7602
2024-05-11 00:03:00-04:00,2913.27,2914.35,2913.27,2914.06,4.8108781,2912.065714285714,55.41046535404044,-0.1006841442504082,-0.6031491094365675,0.5024649651861592,False,True,True,False,False,False,False,True,False,False,False,False,False,2908.59,2914.35,1,2898.03267,2957.7708999999995
2024-05-12 00:01:00-04:00,2920.88,2922.65,2920.88,2922.65,23.871531,2922.195,60.412179274780506,0.6786140568724477,0.7910477718882081,-0.1124337150157603,False,True,True,False,False,False,False,True,False,False,False,False,False,2920.65,2923.5,1,2906.5754250000005,2966.4897499999997
2024-05-12 00:02:00-04:00,2922.66,2922.91,2922.52,2922.8,1.8960417,2922.276428571429,61.12336217569451,0.718825680813552,0.7766033536732768,-0.0577776728597247,False,False,True,False,False,True,False,True,False,False,False,False,False,2920.87,2923.5,1,2906.7246000000005,2966.642
2024-05-12 00:03:00-04:00,2923.05,2923.05,2920.98,2920.99,7.7786314,2922.14,49.55484204273864,0.5977513043476392,0.7408329438081493,-0.1430816394605101,False,False,False,False,False,True,False,False,False,False,False,False,False,2920.87,2923.5,1,2904.924555,2964.8048499999995
2024-05-12 00:04:00-04:00,2921.14,2921.73,2921.14,2921.73,4.22564379,2922.0828571428574,53.43515341193962,0.5551118207422405,0.7036887191949677,-0.1485768984527271,True,True,False,True,False,False,False,False,False,True,False,False,False,2920.87,2923.5,-1,2937.799515,2877.90405
2024-05-12 00:05:00-04:00,2921.37,2921.9,2921.37,2921.49,4.8484411,2921.965714285714,52.03709806526693,0.496233458136885,0.6621976669833511,-0.1659642088464661,False,False,False,False,False,True,False,True,False,False,False,False,False,2920.87,2923.5,1,2905.421805,2965.3123499999997
2024-05-12 00:07:00-04:00,2921.49,2922.1,2921.49,2922.09,2.5308627,2921.825714285714,55.41896725051356,0.4466747326177938,0.5842532301482549,-0.1375784975304611,False,False,True,False,False,True,False,False,False,False,False,False,False,2920.87,2923.5,1,2906.0185050000005,2965.92135
2024-05-13 00:00:00-04:00,2890.05,2890.05,2887.42,2887.42,102.0054375,2886.0271428571427,60.28227110363601,3.0071724253202774,2.608410560005462,0.3987618653148153,True,False,True,True,False,False,False,False,True,True,False,True,False,2879.83,2890.94,1,2871.5391900000004,2930.7313
2024-05-13 00:02:00-04:00,2887.32,2888.83,2886.83,2888.32,35.8206007,2886.7407142857146,61.94107363546239,2.8092179616796784,2.6903923755658408,0.1188255861138376,False,True,True,False,True,False,False,True,False,False,True,False,False,2881.81,2890.94,1,2872.4342400000005,2931.6448
2024-05-13 00:03:00-04:00,2888.3,2888.93,2887.71,2887.71,8.7757614,2887.0157142857142,60.02406336787693,2.6810882250551917,2.688531545463711,-0.0074433204085195,False,False,True,False,False,True,False,True,False,False,False,False,False,2881.81,2890.94,1,2871.827595,2931.0256499999996
2024-05-13 00:04:00-04:00,2887.71,2887.71,2885.86,2885.96,14.403045,2887.2328571428566,54.78558768849856,2.410546827699364,2.6329346019108417,-0.2223877742114783,True,False,False,True,False,False,False,False,True,True,False,False,False,2881.81,2890.94,-1,2901.83278,2842.6706
2024-05-14 00:00:00-04:00,2940.42,2940.62,2939.2,2940.61,11.2726213,2940.852142857143,41.813489245627096,-1.5271182936271543,-1.6624148878617886,0.1352965942346342,False,False,False,False,False,False,True,False,True,False,False,False,False,2937.01,2945.07,-1,2956.7833550000005,2896.50085
